"Match ID","Series","League","Start Date/Time","Match Length","Duration (secs)","Kills Score","","Winner","Radiant Team","Radiant Players","Dire Team","Dire Players"
"5602751412","478271","12245","06 Sep 2020 04:07","36:26","2186","25-48","25,48","Dire","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5602634480","478271","12245","06 Sep 2020 03:00","35:56","2156","37-33","37,33","Dire","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5602543481","478205","12229","06 Sep 2020 01:59","32:24","1944","12-30","12,30","Dire","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5602431088","478205","12229","06 Sep 2020 12:40","43:12","2592","7-26","7,26","Dire","TNC Predator","March, kpii, Gabbi, TIMS, Armel","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5602334366","478205","12229","06 Sep 2020 11:28","32:32","1952","6-24","6,24","Dire","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5602232073","478205","12229","06 Sep 2020 10:13","41:43","2503","28-8","28,8","Radiant","TNC Predator","March, kpii, Gabbi, TIMS, Armel","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5602134945","478205","12229","06 Sep 2020 09:00","40:15","2415","18-14","18,14","Radiant","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5601733299","478096","12245","06 Sep 2020 01:40","38:27","2307","24-45","24,45","Dire","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5601698346","478096","12245","06 Sep 2020 12:40","28:49","1729","34-17","34,17","Radiant","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar"
"5601649378","478096","12245","05 Sep 2020 11:43","32:33","1953","19-41","19,41","Dire","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5601582155","478019","12245","05 Sep 2020 10:25","33:01","1981","36-7","36,7","Radiant","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5601499135","478019","12245","05 Sep 2020 09:08","44:48","2688","36-24","36,24","Radiant","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5601416133","478019","12245","05 Sep 2020 08:02","33:54","2034","22-21","22,21","Dire","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5601270789","477968","12245","05 Sep 2020 06:13","44:02","2642","27-26","27,26","Radiant","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5601150333","477968","12245","05 Sep 2020 05:00","39:21","2361","45-28","45,28","Dire","Alliance","Limmp, Handsken, s4, Fng, Nikobaby","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle"
"5600870435","477844","12229","05 Sep 2020 02:11","26:58","1618","2-22","2,22","Dire","Fnatic","Forev, Jabz, DJ, Moon, Raven","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5600837250","477842","12245","05 Sep 2020 01:50","54:05","3245","31-41","31,41","Dire","5men","pieliedie, Xibbe, MISERY, Ace, Chessie","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg"
"5600752464","477844","12229","05 Sep 2020 12:43","50:50","3050","26-39","26,39","Dire","Fnatic","Forev, Jabz, DJ, Moon, Raven","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5600742353","477842","12245","05 Sep 2020 12:34","43:32","2612","41-23","41,23","Radiant","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","5men","pieliedie, Xibbe, MISERY, Ace, Chessie"
"5600629198","477844","12229","05 Sep 2020 11:00","45:28","2728","32-20","32,20","Radiant","Fnatic","Forev, Jabz, DJ, Moon, Raven","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5600621494","477842","12245","05 Sep 2020 11:01","54:46","3286","34-18","34,18","Radiant","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","5men","pieliedie, Xibbe, MISERY, Ace, Chessie"
"5600180183","477748","12245","05 Sep 2020 03:24","25:13","1513","22-21","22,21","Radiant","business associates","Sneyking, Brax, EternaLEnVy, Moo, Fear","xixihaha","水中日, YouZhi, HermesOTK66.阿巴阿巴, 2, 买根魔棒吧"
"5600146947","477748","12245","05 Sep 2020 02:30","30:13","1813","20-4","20,4","Radiant","business associates","Sneyking, Brax, EternaLEnVy, Moo, Fear","xixihaha","水中日, YouZhi, HermesOTK66.阿巴阿巴, 2, 买根魔棒吧"
"5600113970","477748","12245","05 Sep 2020 01:28","32:20","1940","10-27","10,27","Dire","xixihaha","水中日, YouZhi, HermesOTK66.阿巴阿巴, 2, 买根魔棒吧","business associates","Sneyking, Brax, EternaLEnVy, Moo, Fear"
"5600057443","477678","12245","05 Sep 2020 12:05","40:19","2419","29-33","29,33","Dire","Evil Geniuses","Cr1t-, Arteezy, Fly, RAMZES666, gPk~","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5600009918","477678","12245","04 Sep 2020 11:02","25:27","1527","23-4","23,4","Radiant","Evil Geniuses","Cr1t-, Arteezy, Fly, RAMZES666, gPk~","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5599926782","477678","12245","04 Sep 2020 09:37","42:38","2558","18-13","18,13","Dire","Evil Geniuses","Cr1t-, Arteezy, Fly, RAMZES666, gPk~","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5599822430","477649","12245","04 Sep 2020 08:00","42:17","2537","29-22","29,22","Radiant","Alliance","Limmp, Handsken, s4, Fng, Nikobaby","Evil Geniuses","Cr1t-, Arteezy, Fly, RAMZES666, gPk~"
"5599684763","477598","12245","04 Sep 2020 06:16","22:05","1325","28-12","28,12","Radiant","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5599568828","477598","12245","04 Sep 2020 05:01","42:07","2527","27-24","27,24","Radiant","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5599441105","477570","12245","04 Sep 2020 03:50","28:39","1719","30-7","30,7","Radiant","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy"
"5599328403","477570","12245","04 Sep 2020 02:38","39:27","2367","40-25","40,25","Radiant","FlyToMoon","Sh4dowehhh, GeneRaL, ALWAYSWANNAFLY, V-Tune, Iceberg","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy"
"5599204782","477547","12229","04 Sep 2020 12:41","48:37","2917","40-16","40,16","Radiant","TNC Predator","March, kpii, Gabbi, TIMS, Armel","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5599181046","477548","12245","04 Sep 2020 12:20","1:04:27","3867","35-42","35,42","Radiant","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5599108791","477548","12245","04 Sep 2020 11:02","46:43","2803","37-11","37,11","Radiant","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5599106959","477547","12229","04 Sep 2020 11:01","1:04:25","3865","32-30","32,30","Dire","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5599028816","477533","12229","04 Sep 2020 09:26","51:00","3060","45-39","45,39","Dire","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","Fnatic","Forev, Jabz, DJ, Moon, Raven"
"5598943413","477533","12229","04 Sep 2020 08:00","53:01","3181","31-31","31,31","Radiant","Fnatic","Forev, Jabz, DJ, Moon, Raven","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n"
"5598684323","477410","12245","04 Sep 2020 01:05","27:28","1648","27-13","27,13","Radiant","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Thunder Predator","Leostyle, Kotaro, Matthew, Wu, Frank"
"5598645889","477410","12245","04 Sep 2020 12:00","39:02","2342","28-30","28,30","Dire","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Thunder Predator","Leostyle, Kotaro, Matthew, Wu, Frank"
"5598596631","477410","12245","03 Sep 2020 11:05","28:47","1727","33-10","33,10","Radiant","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Thunder Predator","Leostyle, Kotaro, Matthew, Wu, Frank"
"5598495967","477379","12245","03 Sep 2020 09:15","34:10","2050","29-18","29,18","Radiant","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha","Evil Geniuses","Cr1t-, Arteezy, Fly, RAMZES666, gPk~"
"5598425680","477379","12245","03 Sep 2020 07:59","35:45","2145","5-26","5,26","Dire","Evil Geniuses","Cr1t-, Arteezy, Fly, RAMZES666, gPk~","Team Secret","MATUMBAMAN, zai, Puppey, YapzOr, Nisha"
"5598283573","477344","12245","03 Sep 2020 06:02","39:21","2361","31-39","31,39","Dire","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5598197697","477344","12245","03 Sep 2020 05:00","30:34","1834","12-44","12,44","Dire","Nigma","MinD_ContRoL, w33, rmN-, GH, Miracle","OG","n0tail, 7ckngMad, topson, Saksa, MidOne"
"5598093608","477316","12245","03 Sep 2020 03:54","20:46","1246","25-7","25,7","Radiant","5men","pieliedie, Xibbe, MISERY, Ace, Chessie","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg"
"5597969425","477316","12245","03 Sep 2020 02:33","47:47","2867","18-33","18,33","Dire","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","5men","pieliedie, Xibbe, MISERY, Ace, Chessie"
"5597900156","477316","12245","03 Sep 2020 01:37","23:54","1434","27-8","27,8","Radiant","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","5men","pieliedie, Xibbe, MISERY, Ace, Chessie"
"5597815555","477300","12245","03 Sep 2020 12:16","35:54","2154","14-6","14,6","Radiant","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Natus Vincere","9pasha, Crystallize, young G, ilias, Immersion"
"5597785460","477298","12229","03 Sep 2020 11:41","41:44","2504","35-26","35,26","Radiant","Fnatic","Forev, Jabz, DJ, Moon, Raven","Sparking Arrow Gaming","June, 骑牛的, 圣子华炼, Op, Angel"
"5597743945","477300","12245","03 Sep 2020 11:00","46:11","2771","25-27","25,27","Radiant","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Natus Vincere","9pasha, Crystallize, young G, ilias, Immersion"
"5597725950","477298","12229","03 Sep 2020 10:34","33:24","2004","26-11","26,11","Radiant","Fnatic","Forev, Jabz, DJ, Moon, Raven","Sparking Arrow Gaming","June, 骑牛的, 圣子华炼, Op, Angel"
"5597671308","477286","12229","03 Sep 2020 09:30","25:15","1515","28-9","28,9","Radiant","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","T1","poloson, Meracle, Jhocam, inYourdreaM, Sam H"
"5597599555","477286","12229","03 Sep 2020 08:00","54:08","3248","32-25","32,25","Radiant","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","T1","poloson, Meracle, Jhocam, inYourdreaM, Sam H"
"5597492054","477244","12245","03 Sep 2020 05:37","26:13","1573","38-15","38,15","Radiant","xixihaha","水中日, YouZhi, HermesOTK66.阿巴阿巴, 2, 买根魔棒吧","PACE","aikster, Acc Buyer ($17), qiyuE., Stars, Deanocide"
"5597451451","477244","12245","03 Sep 2020 04:44","31:43","1903","22-54","22,54","Dire","xixihaha","水中日, YouZhi, HermesOTK66.阿巴阿巴, 2, 买根魔棒吧","PACE","aikster, Acc Buyer ($17), qiyuE., Stars, Deanocide"
"5597411997","477244","12245","03 Sep 2020 03:46","34:18","2058","27-47","27,47","Dire","PACE","aikster, Acc Buyer ($17), qiyuE., Deanocide, PiPi","xixihaha","水中日, YouZhi, HermesOTK66.阿巴阿巴, 2, 买根魔棒吧"
"5597367012","477209","12245","03 Sep 2020 02:24","38:04","2284","47-23","47,23","Radiant","Thunder Predator","Leostyle, Kotaro, Matthew, Wu, Frank","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper"
"5597331601","477209","12245","03 Sep 2020 01:12","45:37","2737","34-29","34,29","Dire","Thunder Predator","Leostyle, Kotaro, Matthew, Wu, Frank","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper"
"5597295796","477209","12245","03 Sep 2020 12:13","34:01","2041","34-16","34,16","Radiant","Thunder Predator","Leostyle, Kotaro, Matthew, Wu, Frank","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper"
"5597244824","477151","12245","02 Sep 2020 10:56","38:00","2280","22-35","22,35","Dire","ViKin.gg","Seleri, 27monkey, Tobi, Shad, BooM","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5597122438","477151","12245","02 Sep 2020 08:47","1:36:29","5789","48-39","48,39","Dire","ViKin.gg","Seleri, 27monkey, Tobi, Shad, BooM","Alliance","Limmp, Handsken, s4, Fng, Nikobaby"
"5597027592","477080","12245","02 Sep 2020 07:21","52:33","3153","21-36","21,36","Dire","Virtus.pro","Resolut1on, No[o]ne, Zayac, iLTW, Solo","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5596950046","477080","12245","02 Sep 2020 06:24","21:41","1301","15-32","15,32","Dire","Virtus.pro","Resolut1on, No[o]ne, Zayac, iLTW, Solo","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5596838233","477080","12245","02 Sep 2020 05:01","37:33","2253","27-26","27,26","Radiant","Virtus.pro","Resolut1on, No[o]ne, Zayac, iLTW, Solo","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5596645877","477044","12245","02 Sep 2020 02:59","55:46","3346","37-41","37,41","Dire","KHAN","chshrct, Naive, mio, GIlgir, suzuya","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5596519529","477044","12245","02 Sep 2020 01:21","1:00:55","3655","36-36","36,36","Dire","KHAN","chshrct, Naive, mio, GIlgir, suzuya","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5596482414","477035","12229","02 Sep 2020 12:43","34:42","2082","28-17","28,17","Radiant","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","Sparking Arrow Gaming","June, 骑牛的, 圣子华炼, Op, Angel"
"5596452197","477030","12245","02 Sep 2020 12:19","28:18","1698","25-15","25,15","Radiant","5men","pieliedie, Xibbe, MISERY, Ace, Chessie","Natus Vincere","9pasha, Crystallize, young G, ilias, Immersion"
"5596428969","477035","12229","02 Sep 2020 11:48","22:59","1379","5-17","5,17","Dire","Sparking Arrow Gaming","June, 骑牛的, 圣子华炼, Op, Angel","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5596380909","477030","12245","02 Sep 2020 10:59","51:12","3072","18-19","18,19","Radiant","5men","pieliedie, Xibbe, MISERY, Ace, Chessie","Natus Vincere","9pasha, Crystallize, young G, ilias, Immersion"
"5596362794","477018","12229","02 Sep 2020 10:35","38:24","2304","13-36","13,36","Dire","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5596297730","477018","12229","02 Sep 2020 09:21","43:01","2581","32-26","32,26","Radiant","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5596233292","477018","12229","02 Sep 2020 08:01","49:30","2970","37-27","37,27","Dire","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5596066345","476969","12245","02 Sep 2020 04:23","22:53","1373","36-12","36,12","Radiant","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper","Infamous Gaming","papita, Accel, Unknown, Michael-, pakazs"
"5596028470","476969","12245","02 Sep 2020 03:21","37:37","2257","25-48","25,48","Dire","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper","Infamous Gaming","papita, Accel, Unknown, Michael-, pakazs"
"5595991906","476969","12245","02 Sep 2020 02:16","42:54","2574","39-35","39,35","Radiant","beastcoast","Chris Luck, Scofield, K1, Wisper , MoOz","Infamous Gaming","papita, Accel, Unknown, Michael-, pakazs"
"5595958260","476938","12245","02 Sep 2020 01:18","31:55","1915","12-39","12,39","Dire","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5595904418","476938","12245","01 Sep 2020 11:53","49:35","2975","37-29","37,29","Radiant","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5595870804","476938","12245","01 Sep 2020 10:58","25:10","1510","12-26","12,26","Dire","4 Zoomers","monkeys-forever, Legend, Husky, Noblewingz, Gunnar","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5595784631","476884","12245","01 Sep 2020 09:24","36:57","2217","29-15","29,15","Radiant","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5595707153","476884","12245","01 Sep 2020 08:13","39:56","2396","16-30","16,30","Dire","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5595640181","476884","12245","01 Sep 2020 07:20","22:38","1358","21-12","21,12","Radiant","FlyToMoon","GeneRaL, ALWAYSWANNAFLY, V-Tune, RodjER, Iceberg","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5595550391","476836","12245","01 Sep 2020 06:08","38:39","2319","15-33","15,33","Dire","HellRaisers","Funn1k, xannii, Miposhka, KingR, Kaneki","KHAN","chshrct, Naive, mio, GIlgir, suzuya"
"5595441356","476836","12245","01 Sep 2020 04:57","40:21","2421","34-18","34,18","Radiant","KHAN","chshrct, Naive, mio, GIlgir, suzuya","HellRaisers","Funn1k, xannii, Miposhka, KingR, Kaneki"
"5595328554","476836","12245","01 Sep 2020 03:49","33:17","1997","17-28","17,28","Dire","KHAN","chshrct, Naive, mio, GIlgir, suzuya","HellRaisers","Funn1k, xannii, Miposhka, KingR, Kaneki"
"5595193892","476813","12245","01 Sep 2020 02:25","44:29","2669","40-33","40,33","Radiant","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Omegalil","Sunlight Smurf, .Ark, Lil,  Malik`, happydyurara"
"5595116941","476813","12245","01 Sep 2020 01:24","32:58","1978","38-26","38,26","Radiant","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Omegalil","Sunlight Smurf, .Ark, Lil,  Malik`, happydyurara"
"5595064133","476798","12229","01 Sep 2020 12:36","29:31","1771","37-10","37,10","Radiant","Fnatic","Forev, Jabz, DJ, Moon, Raven","Geek Fam","Karl, Xepher, Whitemon, Abed, Kuku"
"5595036455","476794","12245","01 Sep 2020 12:16","31:57","1917","11-32","11,32","Dire","5men","pieliedie, Xibbe, MISERY, Ace, Chessie","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5594992507","476798","12229","01 Sep 2020 11:26","35:07","2107","42-15","42,15","Radiant","Fnatic","Forev, Jabz, DJ, Moon, Raven","Geek Fam","Karl, Xepher, Whitemon, Abed, Kuku"
"5594962873","476794","12245","01 Sep 2020 11:00","44:06","2646","15-30","15,30","Dire","5men","pieliedie, Xibbe, MISERY, Ace, Chessie","Team Liquid","iNSaNiA, Boxi, qojqva, miCKe, Taiga"
"5594916351","476781","12229","01 Sep 2020 10:07","31:22","1882","20-16","20,16","Radiant","T1","poloson, Meracle, Jhocam, inYourdreaM, Sam H","MOTIVADE.TRUST GAMING","Boombell, Fearless, Masaros, Q, JaCkky"
"5594805166","476781","12229","01 Sep 2020 08:00","48:53","2933","18-32","18,32","Dire","MOTIVADE.TRUST GAMING","Boombell, Fearless, Masaros, Q, JaCkky","T1","poloson, Meracle, Jhocam, inYourdreaM, Sam H"
"5594595360","476747","12245","01 Sep 2020 03:30","33:03","1983","44-17","44,17","Radiant","business associates","Sneyking, Brax, EternaLEnVy, Moo, Fear","TEAM BRASIL","Kingjungles, 4dr, Costabile, tavo, FLeee"
"5594556747","476736","12245","01 Sep 2020 02:22","39:00","2340","32-25","32,25","Radiant","business associates","Sneyking, Brax, EternaLEnVy, Moo, Fear","TEAM BRASIL","Kingjungles, 4dr, Costabile, tavo, FLeee"
"5594515082","476712","12245","01 Sep 2020 01:14","34:45","2085","18-42","18,42","Dire","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5594474475","476712","12245","01 Sep 2020 12:09","31:13","1873","42-14","42,14","Radiant","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper"
"5594424048","476712","12245","31 Aug 2020 11:02","38:56","2336","35-25","35,25","Radiant","beastcoast","StingeR, Chris Luck, Scofield, K1, Wisper","Quincy Crew","SVG, MSS, Lelis, YawaR, CCnC"
"5594267556","476666","12245","31 Aug 2020 08:33","38:08","2288","20-34","20,34","Dire","HellRaisers","Funn1k, xannii, Miposhka, KingR, Kaneki","Natus Vincere","9pasha, Crystallize, young G, ilias, Immersion"
"5594185556","476666","12245","31 Aug 2020 07:23","37:54","2274","7-28","7,28","Dire","HellRaisers","Funn1k, xannii, Miposhka, KingR, Kaneki","Natus Vincere","9pasha, Crystallize, young G, ilias, Immersion"
"5594081463","476633","12245","31 Aug 2020 06:08","39:22","2362","16-25","16,25","Dire","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5593990275","476633","12245","31 Aug 2020 05:10","26:32","1592","8-18","8,18","Dire","Cyber Legacy","Bignum, CeMaTheSlayeR, MagicaL, Cooman, Blizzy","Ninjas in Pyjamas","Supream, Misha, Era, Charliedota, SabeRLight"
"5593874067","476598","12245","31 Aug 2020 03:58","37:52","2272","39-9","39,9","Radiant","KHAN","chshrct, Naive, mio, GIlgir, suzuya","Team Unique","VANSKOR, 633, illusion, lorenof, 19tten"
"5593772372","476598","12245","31 Aug 2020 02:59","27:25","1645","15-28","15,28","Dire","KHAN","chshrct, Naive, mio, GIlgir, suzuya","Team Unique","VANSKOR, 633, illusion, lorenof, 19tten"
"5593694351","476598","12245","31 Aug 2020 02:00","29:18","1758","29-13","29,13","Radiant","KHAN","chshrct, Naive, mio, GIlgir, suzuya","Team Unique","VANSKOR, 633, illusion, lorenof, 19tten"
"5593636555","476587","12229","31 Aug 2020 01:13","58:21","3501","34-35","34,35","Dire","Geek Fam","Karl, Xepher, Whitemon, Abed, Kuku","Sparking Arrow Gaming","June, 骑牛的, 圣子华炼, Op, Angel"
"5593608204","476588","12229","31 Aug 2020 12:49","37:57","2277","36-17","36,17","Radiant","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","QuestionMark","Unknown, MyPro, KNP, Leaf-_-, 螺栓"
"5593604223","476583","12229","31 Aug 2020 12:45","33:58","2038","23-32","23,32","Dire","Aster.Aries","JPfood, harutya, Lww, 生死, restart","T1","poloson, Meracle, Jhocam, inYourdreaM, Sam H"
"5593589875","476579","12245","31 Aug 2020 12:38","35:09","2109","37-17","37,17","Radiant","Omegalil","Sunlight Smurf, .Ark, Lil,  Malik`, happydyurara","CYBERIUM.S","Mastermind, lil pleb, lft /1 PuberrrR, b1kA., Samsam"
"5593540756","476588","12229","31 Aug 2020 11:52","30:46","1846","29-11","29,11","Radiant","Neon Esports","Skem, JG †, Jaunuel, Japoy.LFT, Mskiinfnty.PH2n","QuestionMark","Unknown, MyPro, KNP, Leaf-_-, 螺栓"
"5593540142","476587","12229","31 Aug 2020 11:56","47:36","2856","23-55","23,55","Dire","Geek Fam","Karl, Xepher, Whitemon, Abed, Kuku","Sparking Arrow Gaming","June, 骑牛的, 圣子华炼, Op, Angel"
"5593537879","476579","12245","31 Aug 2020 11:50","19:52","1192","29-8","29,8","Radiant","Omegalil","Sunlight Smurf, .Ark, Lil,  Malik`, happydyurara","CYBERIUM.S","Mastermind, lil pleb, lft /1 PuberrrR, b1kA., Samsam"
"5593519696","476583","12229","31 Aug 2020 11:53","20:37","1237","5-21","5,21","Dire","Aster.Aries","JPfood, harutya, Lww, 生死, restart","T1","poloson, Meracle, Jhocam, inYourdreaM, Sam H"
"5593490077","476579","12245","31 Aug 2020 11:00","23:21","1401","36-7","36,7","Radiant","CYBERIUM.S","Mastermind, lil pleb, lft /1 PuberrrR, b1kA., Samsam","Omegalil","Sunlight Smurf, .Ark, Lil,  Malik`, happydyurara"
"5593461755","476566","12229","31 Aug 2020 10:40","34:07","2047","9-45","9,45","Dire","Adroit","@cmlcmlcml, Mac, Boombacs, Tino^, MightySavior","MOTIVADE.TRUST GAMING","Boombell, Fearless, Masaros, Q, JaCkky"
"5593455732","476570","12229","31 Aug 2020 10:32","43:16","2596","8-26","8,26","Dire","Fnatic","Forev, Jabz, DJ, Moon, Raven","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur"
"5593409348","476568","12229","31 Aug 2020 09:35","17:56","1076","9-30","9,30","Dire","team trust","%, x, 虚无吞炎, 燕尘歌, xmp","TNC Predator","March, kpii, Gabbi, TIMS, Armel"
"5593400476","476566","12229","31 Aug 2020 09:25","41:57","2517","34-22","34,22","Radiant","Adroit","@cmlcmlcml, Mac, Boombacs, Tino^, MightySavior","MOTIVADE.TRUST GAMING","Boombell, Fearless, Masaros, Q, JaCkky"
"5593396526","476570","12229","31 Aug 2020 09:21","37:20","2240","32-25","32,25","Radiant","BOOM Esports","Hyde, Fibroez, Khezcute, _NinetyHearT_, TeravisuParkur","Fnatic","Forev, Jabz, DJ, Moon, Raven"
